task_id,total_tokens,system_tokens,user_tokens,templated_text_length,system_content_length,user_content_length,num_train_examples,num_test_examples,total_grid_cells,dataset,split
aee291af,2963,26,2924,4155,129,3946,3,1,1217,arc-agi-1,all_evaluation
af22c60d,18733,26,18694,20183,129,19974,4,1,8100,arc-agi-1,all_evaluation
af24b4cc,1321,26,1282,2479,129,2270,3,1,420,arc-agi-1,all_evaluation
b0722778,1007,26,968,2123,129,1914,2,1,281,arc-agi-1,all_evaluation
b0f4d537,2450,26,2411,3696,129,3487,4,1,882,arc-agi-1,all_evaluation
b15fca0b,1821,26,1782,3099,129,2890,5,1,544,arc-agi-1,all_evaluation
b1fc8b8e,1403,26,1364,2733,129,2524,5,2,377,arc-agi-1,all_evaluation
b20f7c8b,6881,26,6842,8131,129,7922,3,1,2772,arc-agi-1,all_evaluation
b457fec5,7027,26,6988,8295,129,8086,3,1,2611,arc-agi-1,all_evaluation
b4a43f3b,4603,26,4564,5908,129,5699,4,1,1686,arc-agi-1,all_evaluation
b7999b51,2320,26,2281,3495,129,3286,3,1,899,arc-agi-1,all_evaluation
b7cb93ac,1461,26,1422,2619,129,2410,3,1,496,arc-agi-1,all_evaluation
b7f8a4d8,12583,26,12544,13895,129,13686,3,1,5088,arc-agi-1,all_evaluation
b7fb29bc,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
b942fd60,2741,26,2702,4095,129,3886,6,1,952,arc-agi-1,all_evaluation
b9630600,15041,26,15002,16387,129,16178,3,1,6300,arc-agi-1,all_evaluation
ba9d41b8,4803,26,4764,6039,129,5830,3,1,1775,arc-agi-1,all_evaluation
baf41dbf,3691,26,3652,4897,129,4688,3,1,1324,arc-agi-1,all_evaluation
bb52a14b,8321,26,8282,9603,129,9394,3,1,3388,arc-agi-1,all_evaluation
bbb1b8b6,1536,26,1497,2949,129,2740,7,2,436,arc-agi-1,all_evaluation
bc4146bd,1418,26,1379,2608,129,2399,4,1,400,arc-agi-1,all_evaluation
bcb3040b,3809,26,3770,5027,129,4818,3,1,1324,arc-agi-1,all_evaluation
bd14c3bf,5477,26,5438,6723,129,6514,3,1,2107,arc-agi-1,all_evaluation
be03b35f,645,26,606,1779,129,1570,3,1,112,arc-agi-1,all_evaluation
bf32578f,1393,26,1354,2559,129,2350,3,1,408,arc-agi-1,all_evaluation
bf699163,1993,26,1954,3111,129,2902,2,1,778,arc-agi-1,all_evaluation
bf89d739,4695,26,4656,5999,129,5790,4,1,1816,arc-agi-1,all_evaluation
c074846d,2022,26,1983,3367,129,3158,5,2,548,arc-agi-1,all_evaluation
c1990cce,1585,26,1546,2737,129,2528,3,1,285,arc-agi-1,all_evaluation
c3202e5a,5533,26,5494,6755,129,6546,3,1,2487,arc-agi-1,all_evaluation
c35c1b4c,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
c48954c1,1153,26,1114,2307,129,2098,3,1,279,arc-agi-1,all_evaluation
c62e2108,7709,26,7670,8987,129,8778,3,1,2992,arc-agi-1,all_evaluation
c64f1187,3143,26,3104,4287,129,4078,2,1,1226,arc-agi-1,all_evaluation
c658a4bd,2502,26,2463,3639,129,3430,2,1,931,arc-agi-1,all_evaluation
c663677b,12281,26,12242,13603,129,13394,3,1,5103,arc-agi-1,all_evaluation
c6e1b8da,6961,26,6922,8227,129,8018,3,1,2800,arc-agi-1,all_evaluation
c7d4e6ad,1629,26,1590,2751,129,2542,2,1,500,arc-agi-1,all_evaluation
c87289bb,2929,26,2890,4177,129,3968,4,1,1050,arc-agi-1,all_evaluation
c8b7cc0f,1087,26,1048,2239,129,2030,3,1,319,arc-agi-1,all_evaluation
c92b942c,1986,26,1947,3204,129,2995,4,1,669,arc-agi-1,all_evaluation
c97c0139,5219,26,5180,6395,129,6186,2,1,1906,arc-agi-1,all_evaluation
ca8de6ea,689,26,650,1827,129,1618,3,1,127,arc-agi-1,all_evaluation
ca8f78db,15041,26,15002,16387,129,16178,3,1,6300,arc-agi-1,all_evaluation
cad67732,2732,26,2693,3925,129,3716,3,1,725,arc-agi-1,all_evaluation
cb227835,3191,26,3152,4395,129,4186,3,1,1164,arc-agi-1,all_evaluation
ccd554ac,3409,26,3370,4753,129,4544,6,1,789,arc-agi-1,all_evaluation
cd3c21df,1699,26,1660,2865,129,2656,3,1,617,arc-agi-1,all_evaluation
ce039d91,2533,26,2494,3783,129,3574,4,1,900,arc-agi-1,all_evaluation
ce8d95cc,2131,26,2092,3368,129,3159,4,1,748,arc-agi-1,all_evaluation
cf133acc,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
cfb2ce5a,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
d017b73f,1005,26,966,2185,129,1976,4,1,255,arc-agi-1,all_evaluation
d19f7514,1228,26,1189,2468,129,2259,4,1,336,arc-agi-1,all_evaluation
d282b262,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
d2acf2cb,1603,26,1564,2773,129,2564,3,1,486,arc-agi-1,all_evaluation
d304284e,8235,26,8196,9435,129,9226,2,1,3220,arc-agi-1,all_evaluation
d37a1ef5,2569,26,2530,3765,129,3556,3,1,884,arc-agi-1,all_evaluation
d47aa2ff,2961,26,2922,4147,129,3938,3,1,1140,arc-agi-1,all_evaluation
d492a647,2979,26,2940,4123,129,3914,2,1,1009,arc-agi-1,all_evaluation
d4b1c2b1,1881,26,1842,3247,129,3038,7,1,423,arc-agi-1,all_evaluation
d4c90558,4383,26,4344,5587,129,5378,3,1,1922,arc-agi-1,all_evaluation
d56f2372,3858,26,3819,5069,129,4860,3,1,1626,arc-agi-1,all_evaluation
d5c634a2,2330,26,2291,3774,129,3565,7,2,811,arc-agi-1,all_evaluation
d931c21c,7375,26,7336,8689,129,8480,4,1,2492,arc-agi-1,all_evaluation
d94c3b52,7337,26,7298,8579,129,8370,3,1,2975,arc-agi-1,all_evaluation
da2b0fe3,2536,26,2497,3801,129,3592,3,2,800,arc-agi-1,all_evaluation
da515329,6793,26,6754,8051,129,7842,3,1,2444,arc-agi-1,all_evaluation
dc2aa30b,2425,26,2386,3619,129,3410,3,1,847,arc-agi-1,all_evaluation
dc2e9a9d,8931,26,8892,10227,129,10018,3,1,3358,arc-agi-1,all_evaluation
dd2401ed,2593,26,2554,3813,129,3604,4,1,945,arc-agi-1,all_evaluation
de493100,10051,26,10012,11388,129,11179,4,1,4699,arc-agi-1,all_evaluation
df8cc377,7049,26,7010,8299,129,8090,3,1,2680,arc-agi-1,all_evaluation
e0fb7511,3209,26,3170,4419,129,4210,3,1,1183,arc-agi-1,all_evaluation
e133d23d,837,26,798,2067,129,1858,5,1,171,arc-agi-1,all_evaluation
e1baa8a4,2649,26,2610,3883,129,3674,4,1,1051,arc-agi-1,all_evaluation
e1d2900e,11921,26,11882,13227,129,13018,3,1,4760,arc-agi-1,all_evaluation
e2092e0c,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
e21a174a,2798,26,2759,4069,129,3860,3,2,953,arc-agi-1,all_evaluation
e345f17b,1068,26,1029,2325,129,2116,4,2,256,arc-agi-1,all_evaluation
e4075551,4061,26,4022,5287,129,5078,3,1,1530,arc-agi-1,all_evaluation
e41c6fd3,7357,26,7318,8583,129,8374,3,1,2908,arc-agi-1,all_evaluation
e57337a4,2337,26,2298,3515,129,3306,3,1,927,arc-agi-1,all_evaluation
e5790162,2043,26,2004,3331,129,3122,5,1,632,arc-agi-1,all_evaluation
e5c44e8f,2425,26,2386,3619,129,3410,3,1,847,arc-agi-1,all_evaluation
e619ca6e,12569,26,12530,13899,129,13690,3,1,5160,arc-agi-1,all_evaluation
e633a9e5,689,26,650,1827,129,1618,3,1,111,arc-agi-1,all_evaluation
e66aafb8,7852,26,7813,9219,129,9010,5,1,3604,arc-agi-1,all_evaluation
e681b708,9651,26,9612,10947,129,10738,3,1,3854,arc-agi-1,all_evaluation
e69241bd,1621,26,1582,2795,129,2586,3,1,503,arc-agi-1,all_evaluation
e6de6e8f,1069,26,1030,2215,129,2006,3,1,264,arc-agi-1,all_evaluation
e74e1818,2745,26,2706,3943,129,3734,3,1,903,arc-agi-1,all_evaluation
e760a62e,10681,26,10642,11987,129,11778,3,1,4256,arc-agi-1,all_evaluation
e7639916,2969,26,2930,4161,129,3952,3,1,1060,arc-agi-1,all_evaluation
e78887d1,2060,26,2021,3270,129,3061,4,1,743,arc-agi-1,all_evaluation
e7a25a18,2083,26,2044,3213,129,3004,2,1,724,arc-agi-1,all_evaluation
e7b06bea,2149,26,2110,3455,129,3246,5,1,715,arc-agi-1,all_evaluation
e7dd8335,1657,26,1618,2829,129,2620,3,1,503,arc-agi-1,all_evaluation
e872b94a,1308,26,1269,2515,129,2306,4,1,414,arc-agi-1,all_evaluation
e88171ec,5675,26,5636,6923,129,6714,3,1,2125,arc-agi-1,all_evaluation
e95e3d8e,8321,26,8282,9603,129,9394,3,1,3388,arc-agi-1,all_evaluation
e99362f0,2254,26,2215,3604,129,3395,6,1,813,arc-agi-1,all_evaluation
e9ac8c9e,2591,26,2552,3787,129,3578,3,1,825,arc-agi-1,all_evaluation
e9b4f6fc,2523,26,2484,3765,129,3556,4,1,974,arc-agi-1,all_evaluation
e9bb6954,6305,26,6266,7627,129,7418,4,1,2489,arc-agi-1,all_evaluation
e9c9d9a1,4219,26,4180,5459,129,5250,3,1,1617,arc-agi-1,all_evaluation
ea959feb,9377,26,9338,10659,129,10450,3,1,3850,arc-agi-1,all_evaluation
ea9794b1,2338,26,2299,3681,129,3472,6,1,850,arc-agi-1,all_evaluation
ecaa0ec1,2831,26,2792,4091,129,3882,4,1,1023,arc-agi-1,all_evaluation
ed74f2f2,1281,26,1242,2575,129,2366,6,1,369,arc-agi-1,all_evaluation
ed98d772,1035,26,996,2283,129,2074,5,1,234,arc-agi-1,all_evaluation
ef26cbf6,1345,26,1306,2465,129,2256,2,1,385,arc-agi-1,all_evaluation
f0afb749,1177,26,1138,2331,129,2122,3,1,334,arc-agi-1,all_evaluation
f0df5ff0,4121,26,4082,5347,129,5138,3,1,1575,arc-agi-1,all_evaluation
f21745ec,7739,26,7700,9015,129,8806,3,1,3078,arc-agi-1,all_evaluation
f3b10344,14311,26,14272,15647,129,15438,3,1,5970,arc-agi-1,all_evaluation
f3cdc58f,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
f3e62deb,3892,26,3853,5349,129,5140,6,2,1400,arc-agi-1,all_evaluation
f4081712,7904,26,7865,9273,129,9064,5,1,3614,arc-agi-1,all_evaluation
f45f5ca7,2081,26,2042,3267,129,3058,3,1,700,arc-agi-1,all_evaluation
f5aa3634,2101,26,2062,3275,129,3066,3,1,808,arc-agi-1,all_evaluation
f5c89df1,3209,26,3170,4419,129,4210,3,1,1183,arc-agi-1,all_evaluation
f823c43c,3195,26,3156,4343,129,4134,2,1,1114,arc-agi-1,all_evaluation
f83cb3f6,3061,26,3022,4275,129,4066,3,1,1126,arc-agi-1,all_evaluation
f8be4b64,8029,26,7990,9359,129,9150,4,1,3347,arc-agi-1,all_evaluation
f9a67cb5,3131,26,3092,4331,129,4122,3,1,1108,arc-agi-1,all_evaluation
f9d67f8b,18733,26,18694,20183,129,19974,4,1,8100,arc-agi-1,all_evaluation
fafd9572,2457,26,2418,3591,129,3382,2,1,840,arc-agi-1,all_evaluation
fb791726,1549,26,1510,2715,129,2506,3,1,486,arc-agi-1,all_evaluation
fc754716,1055,26,1016,2259,129,2050,4,1,231,arc-agi-1,all_evaluation
fd096ab6,8361,26,8322,9575,129,9366,2,1,3020,arc-agi-1,all_evaluation
fd4b2b02,7431,26,7392,8699,129,8490,3,1,3178,arc-agi-1,all_evaluation
fe9372f3,3433,26,3394,4593,129,4384,2,1,974,arc-agi-1,all_evaluation
fea12743,3345,26,3306,4579,129,4370,3,1,1232,arc-agi-1,all_evaluation
ff72ca3e,4487,26,4448,5775,129,5566,4,1,1362,arc-agi-1,all_evaluation
0934a4d8,9842,26,9803,11171,129,10962,4,1,4593,arc-agi-2,all_evaluation
135a2760,5949,26,5910,7121,129,6912,2,1,1895,arc-agi-2,all_evaluation
136b0064,2787,26,2748,3997,129,3788,3,1,1011,arc-agi-2,all_evaluation
13e47133,11576,26,11537,12961,129,12752,3,2,3660,arc-agi-2,all_evaluation
142ca369,7940,26,7901,9297,129,9088,3,2,2952,arc-agi-2,all_evaluation
16b78196,11349,26,11310,12591,129,12382,2,1,4500,arc-agi-2,all_evaluation
16de56c4,3602,26,3563,4859,129,4650,3,2,1164,arc-agi-2,all_evaluation
1818057f,4531,26,4492,5755,129,5546,3,1,1522,arc-agi-2,all_evaluation
195c6913,14496,26,14457,15921,129,15712,3,2,5100,arc-agi-2,all_evaluation
1ae2feb7,4537,26,4498,5883,129,5674,3,3,1534,arc-agi-2,all_evaluation
20270e3b,1995,26,1956,3294,129,3085,4,2,613,arc-agi-2,all_evaluation
20a9e565,9936,26,9897,11293,129,11084,3,2,4479,arc-agi-2,all_evaluation
21897d95,8641,26,8602,10049,129,9840,4,2,2512,arc-agi-2,all_evaluation
221dfab4,11834,26,11795,13181,129,12972,2,2,4077,arc-agi-2,all_evaluation
247ef758,4642,26,4603,5925,129,5716,3,2,1528,arc-agi-2,all_evaluation
269e22fb,7821,26,7782,9290,129,9081,5,2,2754,arc-agi-2,all_evaluation
271d71e2,5215,26,5176,6447,129,6238,3,1,1670,arc-agi-2,all_evaluation
28a6681f,2081,26,2042,3267,129,3058,3,1,700,arc-agi-2,all_evaluation
291dc1e1,3208,26,3169,4496,129,4287,4,1,1180,arc-agi-2,all_evaluation
2b83f449,3439,26,3400,4587,129,4378,2,1,1169,arc-agi-2,all_evaluation
2ba387bc,6368,26,6329,7691,129,7482,4,1,2756,arc-agi-2,all_evaluation
2c181942,8419,26,8380,9695,129,9486,3,1,3300,arc-agi-2,all_evaluation
2d0172a1,7551,26,7512,8945,129,8736,4,2,3181,arc-agi-2,all_evaluation
31f7f899,3429,26,3390,4639,129,4430,3,1,1175,arc-agi-2,all_evaluation
332f06d7,4961,26,4922,6255,129,6046,4,1,1792,arc-agi-2,all_evaluation
35ab12c3,6109,26,6070,7363,129,7154,3,1,2339,arc-agi-2,all_evaluation
36a08778,9174,26,9135,10713,129,10504,6,2,3048,arc-agi-2,all_evaluation
38007db0,6534,26,6495,7839,129,7630,2,2,2568,arc-agi-2,all_evaluation
3a25b0d8,7065,26,7026,8344,129,8135,2,2,2864,arc-agi-2,all_evaluation
3dc255db,2669,26,2630,3867,129,3658,3,1,932,arc-agi-2,all_evaluation
3e6067c3,13194,26,13155,14597,129,14388,3,2,4519,arc-agi-2,all_evaluation
409aa875,4625,26,4586,5859,129,5650,3,1,1792,arc-agi-2,all_evaluation
446ef5d2,6204,26,6165,7461,129,7252,2,2,1756,arc-agi-2,all_evaluation
45a5af55,5354,26,5315,6533,129,6324,2,1,1758,arc-agi-2,all_evaluation
4a21e3da,6037,26,5998,7291,129,7082,3,1,2344,arc-agi-2,all_evaluation
4c3d4a41,3020,26,2981,4205,129,3996,2,2,960,arc-agi-2,all_evaluation
4c416de3,7885,26,7846,9159,129,8950,3,1,3240,arc-agi-2,all_evaluation
4c7dc4dd,7940,26,7901,9201,129,8992,2,2,3641,arc-agi-2,all_evaluation
4e34c42c,5937,26,5898,7190,129,6981,2,2,2265,arc-agi-2,all_evaluation
53fb4810,4853,26,4814,6059,129,5850,2,1,1720,arc-agi-2,all_evaluation
5545f144,3483,26,3444,4679,129,4470,3,1,1273,arc-agi-2,all_evaluation
581f7754,5056,26,5017,6371,129,6162,3,2,1714,arc-agi-2,all_evaluation
58490d8a,4901,26,4862,6121,129,5912,3,1,2097,arc-agi-2,all_evaluation
58f5dbd5,5089,26,5050,6329,129,6120,3,1,2031,arc-agi-2,all_evaluation
5961cc34,10695,26,10656,12063,129,11854,4,1,4293,arc-agi-2,all_evaluation
5dbc8537,5225,26,5186,6480,129,6271,2,2,1935,arc-agi-2,all_evaluation
62593bfd,10964,26,10925,12289,129,12080,2,2,4021,arc-agi-2,all_evaluation
64efde09,9169,26,9130,10383,129,10174,2,1,3483,arc-agi-2,all_evaluation
65b59efc,6270,26,6231,7581,129,7372,3,2,1965,arc-agi-2,all_evaluation
67e490f4,6889,26,6850,8072,129,7863,2,1,2990,arc-agi-2,all_evaluation
6e453dd6,4219,26,4180,5479,129,5270,3,1,1532,arc-agi-2,all_evaluation
6e4f6532,9938,26,9899,11257,129,11048,2,2,3348,arc-agi-2,all_evaluation
6ffbe589,4803,26,4764,6035,129,5826,3,1,1969,arc-agi-2,all_evaluation
71e489b6,6338,26,6299,7673,129,7464,3,2,2268,arc-agi-2,all_evaluation
7491f3cf,3993,26,3954,5213,129,5004,4,1,1575,arc-agi-2,all_evaluation
7666fa5d,3537,26,3498,4695,129,4486,2,1,1280,arc-agi-2,all_evaluation
78332cb0,2652,26,2613,3957,129,3748,3,2,812,arc-agi-2,all_evaluation
7b0280bc,7963,26,7924,9235,129,9026,3,1,2798,arc-agi-2,all_evaluation
7b3084d4,4407,26,4368,5627,129,5418,3,1,1752,arc-agi-2,all_evaluation
7b5033c1,2163,26,2124,3344,129,3135,2,1,814,arc-agi-2,all_evaluation
7b80bb43,7095,26,7056,8303,129,8094,2,1,2797,arc-agi-2,all_evaluation
7c66cb00,12161,26,12122,13507,129,13298,3,1,5040,arc-agi-2,all_evaluation
7ed72f31,7592,26,7553,8877,129,8668,2,2,2404,arc-agi-2,all_evaluation
800d221b,7177,26,7138,8435,129,8226,3,1,2412,arc-agi-2,all_evaluation
80a900e0,6349,26,6310,7543,129,7334,2,1,2462,arc-agi-2,all_evaluation
8698868d,5928,26,5889,7106,129,6897,2,1,2428,arc-agi-2,all_evaluation
88bcf3b4,8204,26,8165,9665,129,9456,5,2,2539,arc-agi-2,all_evaluation
88e364bc,8636,26,8597,10001,129,9792,3,2,3200,arc-agi-2,all_evaluation
89565ca0,5745,26,5706,6963,129,6754,3,1,2590,arc-agi-2,all_evaluation
898e7135,7256,26,7217,8457,129,8248,2,1,2474,arc-agi-2,all_evaluation
8b7bacbf,10788,26,10749,12209,129,12000,4,2,3584,arc-agi-2,all_evaluation
8b9c3697,8061,26,8022,9327,129,9118,3,1,3129,arc-agi-2,all_evaluation
8e5c0c38,8324,26,8285,9621,129,9412,2,2,2904,arc-agi-2,all_evaluation
8f215267,9143,26,9104,10435,129,10226,3,1,3657,arc-agi-2,all_evaluation
8f3a5a89,4117,26,4078,5339,129,5130,3,1,1656,arc-agi-2,all_evaluation
9385bd28,5298,26,5259,6665,129,6456,4,2,1842,arc-agi-2,all_evaluation
97d7923e,2881,26,2842,4067,129,3858,3,1,1000,arc-agi-2,all_evaluation
981571dc,18733,26,18694,20183,129,19974,4,1,8100,arc-agi-2,all_evaluation
9aaea919,15041,26,15002,16387,129,16178,3,1,6300,arc-agi-2,all_evaluation
9bbf930d,5725,26,5686,6983,129,6774,3,1,2103,arc-agi-2,all_evaluation
a251c730,6809,26,6770,7998,129,7789,2,1,3032,arc-agi-2,all_evaluation
a25697e4,12664,26,12625,14057,129,13848,3,2,4350,arc-agi-2,all_evaluation
a32d8b75,13276,26,13237,14681,129,14472,3,2,5040,arc-agi-2,all_evaluation
a395ee82,8321,26,8282,9603,129,9394,3,1,3388,arc-agi-2,all_evaluation
a47bf94d,8827,26,8788,10111,129,9902,3,1,3448,arc-agi-2,all_evaluation
a6f40cea,5936,26,5897,7170,129,6961,3,1,2626,arc-agi-2,all_evaluation
aa4ec2a5,9479,26,9440,10779,129,10570,3,1,3740,arc-agi-2,all_evaluation
abc82100,5017,26,4978,6303,129,6094,4,1,1828,arc-agi-2,all_evaluation
b0039139,2924,26,2885,4237,129,4028,4,2,943,arc-agi-2,all_evaluation
b10624e5,9279,26,9240,10503,129,10294,2,1,3645,arc-agi-2,all_evaluation
b5ca7ac4,8321,26,8282,9603,129,9394,3,1,3388,arc-agi-2,all_evaluation
b6f77b65,4700,26,4661,6121,129,5912,5,2,1728,arc-agi-2,all_evaluation
b99e7126,14089,26,14050,15427,129,15218,3,1,5887,arc-agi-2,all_evaluation
b9e38dc0,4183,26,4144,5401,129,5192,3,1,1551,arc-agi-2,all_evaluation
bf45cf4b,3825,26,3786,5039,129,4830,3,1,1034,arc-agi-2,all_evaluation
c4d067a0,9857,26,9818,11155,129,10946,3,1,3903,arc-agi-2,all_evaluation
c7f57c3e,6225,26,6186,7415,129,7206,2,1,2080,arc-agi-2,all_evaluation
cb2d8a2c,8636,26,8597,10065,129,9856,4,2,3146,arc-agi-2,all_evaluation
cbebaa4b,9876,26,9837,11189,129,10980,2,2,3288,arc-agi-2,all_evaluation
d35bdbdc,2991,26,2952,4335,129,4126,3,3,900,arc-agi-2,all_evaluation
d59b0160,4625,26,4586,5859,129,5650,3,1,1792,arc-agi-2,all_evaluation
d8e07eb2,19400,26,19361,21073,129,20864,5,2,7920,arc-agi-2,all_evaluation
da515329,6793,26,6754,8051,129,7842,3,1,2444,arc-agi-2,all_evaluation
db0c5428,5461,26,5422,6707,129,6498,3,1,2171,arc-agi-2,all_evaluation
db695cfb,5507,26,5468,6863,129,6654,5,1,1919,arc-agi-2,all_evaluation
dbff022c,2369,26,2330,3553,129,3344,3,1,777,arc-agi-2,all_evaluation
dd6b8c4b,2966,26,2927,4241,129,4032,3,2,968,arc-agi-2,all_evaluation
de809cff,7309,26,7270,8511,129,8302,2,1,2500,arc-agi-2,all_evaluation
dfadab01,6193,26,6154,7503,129,7294,4,1,2400,arc-agi-2,all_evaluation
e12f9a14,12648,26,12609,14105,129,13896,4,2,4168,arc-agi-2,all_evaluation
e3721c99,15044,26,15005,16405,129,16196,2,2,5400,arc-agi-2,all_evaluation
e376de54,4625,26,4586,5859,129,5650,3,1,1792,arc-agi-2,all_evaluation
e8686506,1761,26,1722,2885,129,2676,2,1,628,arc-agi-2,all_evaluation
e87109e9,9515,26,9476,10807,129,10598,3,1,3888,arc-agi-2,all_evaluation
edb79dae,6329,26,6290,7515,129,7306,2,1,2477,arc-agi-2,all_evaluation
eee78d87,2817,26,2778,4011,129,3802,3,1,912,arc-agi-2,all_evaluation
f560132c,4031,26,3992,5189,129,4980,2,1,1640,arc-agi-2,all_evaluation
f931b4a8,2875,26,2836,4251,129,4042,5,2,1040,arc-agi-2,all_evaluation
faa9f03d,3433,26,3394,4703,129,4494,4,1,1296,arc-agi-2,all_evaluation
fc7cae8d,6186,26,6147,7433,129,7224,3,1,2583,arc-agi-2,all_evaluation
